from,to,cost
355,330,631.8
355,334,1598.51
355,338,833.93
355,343,1789.16
355,345,1203.82
355,348,1612.32
355,370,255.17
355,371,832.29
355,394,390.34
356,293,882.58
356,296,1218.09
356,303,1914.13
356,304,22.39
356,319,1596.55
356,331,1071.01
356,385,1602.56
356,402,542.08
356,405,1909.04
357,287,1310.85
357,301,326.51
357,317,678.55
357,326,1710.74
357,328,1815.8
357,346,677.7
357,351,964.3
357,358,1307.58
357,364,23.4
357,376,755.36
357,381,743.63
357,389,966.65
357,397,331.57
358,287,20.55
358,301,1633.09
358,317,629.06
358,328,515.68
358,346,630.35
358,350,1511.13
358,357,1307.58
358,364,1306.11
358,382,1494.75
358,392,971.46
358,397,1636.36
359,299,1455.66
359,321,34.28
360,289,948.81
360,292,1252.47
360,300,1128.36
360,306,895.87
360,390,1597.63
361,297,535.85
361,312,1038.49
361,319,1605.8
361,325,1303.94
361,349,20.94
361,385,1601.34
361,386,854.33
362,147,1175.52
362,288,715.39
362,312,1639.39
362,325,1373.58
362,335,31.92
362,363,744.65
362,368,475.58
362,406,1308.77
362,694,970.93
362,698,974.61
363,138,1524.57
363,147,536.09
363,288,57.38
363,309,1631.63
363,335,729.72
363,362,744.65
363,368,327.15
363,406,591.17
363,694,1518.58
363,698,1512.45
364,287,1309.74
364,301,331.03
364,317,677.43
364,326,1715.79
364,328,1812.95
364,346,675.82
364,351,963.85
364,357,23.4
364,358,1306.11
364,376,755.89
364,381,744.97
364,389,966.71
364,397,337.4
365,295,385.64
365,302,1524.04
365,309,1197.62
365,310,1028.35
365,320,859.63
365,327,35.36
365,383,297.27
365,404,366.35
365,407,1527.79
366,298,651.66
366,302,1276.3
366,305,1439.46
366,308,35.5
366,310,1790.93
366,320,1953.92
366,326,1800.21
366,337,789.94
366,396,797.38
366,407,1279.69
367,172,1686.76
367,195,1896.66
367,199,1698.58
367,369,418.58
367,372,1026.57
367,399,1035.39
367,486,1922.19
367,500,1840.87
367,518,1817.56
367,551,1850.84
367,572,1862.57
368,138,1702.57
368,147,700.27
368,288,326.28
368,309,1958.78
368,325,1842.09
368,335,470.53
368,362,475.58
368,363,327.15
368,406,917.94
368,694,1193.23
368,698,1187.73
369,172,1548.67
369,177,1953.14
369,195,1827.21
369,199,1559.46
369,324,1856.83
369,348,1856.25
369,367,418.58
369,372,629.18
369,399,635.23
370,324,1871.12
370,330,884.61
370,334,1347.25
370,338,579.56
370,343,1538.04
370,345,1457.3
370,348,1867.05
370,355,255.17
370,371,578.52
370,394,644.45
371,330,1463.1
371,334,770.91
371,338,17.73
371,343,961.6
371,350,1580.01
371,355,832.29
371,370,578.52
371,382,1579.04
371,394,1222.51
372,172,1287.68
372,177,1421.84
372,195,1643.67
372,199,1295.4
372,324,1239.51
372,345,1653.25
372,348,1237.35
372,367,1026.57
372,369,629.18
372,399,19.07
373,388,1761.36
373,408,1889.31
374,292,1997.16
374,340,461.39
374,352,878.94
374,375,1159.86
374,380,1756.75
374,390,1616.12
375,329,1503.52
375,340,699.32
375,352,280.93
375,374,1159.86
375,380,596.89
376,301,435.5
376,305,1360.74
376,317,1433.31
376,326,983.02
376,346,1431.6
376,351,211.49
376,357,755.36
376,364,755.89
376,381,28.68
376,389,211.74
376,397,436.65
378,294,945.59
378,354,997.52
378,384,84.19
378,393,386.4
379,332,19.02
379,339,630.05
379,344,720.0
379,353,1301.02
379,403,972.66
380,291,1432.82
380,329,907.38
380,340,1296.03
380,352,877.81
380,374,1756.75
380,375,596.89
381,301,421.13
381,305,1362.74
381,317,1422.08
381,326,985.69
381,346,1420.77
381,351,229.23
381,357,743.63
381,364,744.97
381,376,28.68
381,389,227.21
381,397,421.15
382,287,1497.67
382,328,982.03
382,334,808.44
382,338,1580.75
382,343,618.4
382,350,62.94
382,358,1494.75
382,371,1579.04
382,392,524.08
383,295,682.82
383,302,1261.91
383,309,1487.74
383,310,753.45
383,320,584.24
383,327,317.1
383,337,1765.01
383,365,297.27
383,396,1765.6
383,404,663.42
383,407,1263.24
384,294,1027.16
384,354,1078.95
384,378,84.19
384,393,302.22
384,398,1953.07
385,297,1065.49
385,304,1594.36
385,319,20.84
385,331,540.72
385,349,1603.88
385,356,1602.56
385,361,1601.34
385,386,747.58
385,402,1061.21
386,297,318.9
386,312,1883.65
386,319,752.77
386,331,1281.31
386,349,856.47
386,361,854.33
386,385,747.58
386,402,1807.3
387,286,1380.67
387,290,933.12
387,303,1462.16
387,311,618.29
387,314,319.11
387,315,169.96
387,318,1379.66
387,342,560.0
387,405,1466.4
387,867,1356.19
387,885,960.48
387,906,667.96
387,967,832.02
387,971,1661.59
387,1016,834.73
388,373,1761.36
388,400,1929.04
388,408,130.17
389,298,1997.91
389,301,647.12
389,305,1174.1
389,317,1644.09
389,326,795.97
389,346,1642.07
389,351,21.44
389,357,966.65
389,364,966.71
389,376,211.74
389,381,227.21
389,397,647.87
390,292,382.18
390,300,492.82
390,306,716.73
390,360,1597.63
390,374,1616.12
391,323,931.85
391,395,1133.4
392,287,973.97
392,317,1587.97
392,328,457.95
392,334,1325.3
392,343,1134.51
392,346,1585.61
392,350,540.03
392,358,971.46
392,382,524.08
393,294,1321.82
393,354,1373.1
393,378,386.4
393,384,302.22
393,398,1715.06
394,177,1707.84
394,324,1226.68
394,330,242.43
394,334,1988.55
394,338,1223.92
394,345,813.5
394,348,1222.74
394,355,390.34
394,370,644.45
394,371,1222.51
395,307,1238.45
395,341,1966.25
395,391,1133.4
396,298,1448.5
396,302,504.79
396,308,789.56
396,310,1014.69
396,320,1182.4
396,337,24.5
396,366,797.38
396,383,1765.6
396,407,502.38
397,287,1639.0
397,301,19.7
397,305,1749.9
397,317,1007.55
397,326,1379.17
397,346,1007.68
397,351,648.11
397,357,331.57
397,358,1636.36
397,364,337.4
397,376,436.65
397,381,421.15
397,389,647.87
398,384,1953.07
398,393,1715.06
398,409,872.53
399,172,1304.24
399,177,1406.01
399,195,1661.05
399,199,1311.88
399,324,1238.33
399,345,1651.16
399,348,1235.84
399,367,1035.39
399,369,635.23
399,372,19.07
400,316,1115.62
400,333,825.07
400,388,1929.04
400,408,1802.83
402,293,1422.91
402,296,1752.29
402,304,535.04
402,319,1054.83
402,331,529.56
402,356,542.08
402,385,1061.21
402,386,1807.3
403,307,1839.85
403,332,972.57
403,339,343.35
403,341,1107.68
403,344,1692.65
403,379,972.66
404,295,36.57
404,302,1867.69
404,309,841.3
404,310,1384.03
404,320,1216.97
404,327,350.86
404,365,366.35
404,383,663.42
404,406,1852.64
404,407,1873.22
405,290,533.29
405,293,1034.14
405,296,691.01
405,303,26.49
405,304,1912.3
405,311,1995.16
405,314,1678.79
405,315,1296.7
405,342,1939.96
405,356,1909.04
405,387,1466.4
405,867,1951.86
405,885,1691.26
405,906,1263.97
405,967,1650.61
405,971,1992.49
405,1016,1628.34
406,138,1317.43
406,147,653.73
406,288,603.13
406,295,1851.84
406,309,1041.98
406,335,1288.8
406,362,1308.77
406,363,591.17
406,368,917.94
406,404,1852.64
407,295,1881.13
407,298,1929.8
407,302,24.53
407,308,1276.47
407,310,513.73
407,320,680.46
407,327,1532.42
407,337,502.04
407,365,1527.79
407,366,1279.69
407,383,1263.24
407,396,502.38
407,404,1873.22
408,373,1889.31
408,388,130.17
408,400,1802.83
409,291,1904.4
409,398,872.53
412,413,1251.86
413,412,1251.86
413,597,1627.87
413,611,1198.8
413,622,1630.04
413,638,1389.48
413,640,1240.3
413,666,1610.08
413,675,1412.37
414,416,619.82
414,419,158.12
414,430,1081.76
414,433,772.3
414,434,1853.1
414,438,1233.42
414,439,1234.67
414,445,463.66
414,459,618.84
414,469,1084.28
415,183,1318.43
415,191,1018.55
415,417,1545.79
415,421,376.9
415,426,392.47
415,442,1560.76
415,443,640.21
415,451,947.98
415,456,1870.2
415,457,1095.24
415,458,1865.59
415,462,945.84
415,467,41.14
415,473,637.21
416,414,619.82
416,419,466.32
416,430,463.68
416,433,1392.13
416,434,1235.94
416,438,1853.22
416,439,1854.41
416,444,1853.61
416,445,1082.9
416,459,33.85
416,469,464.74
417,183,1481.53
417,191,1244.73
417,415,1545.79
417,421,1170.62
417,426,1155.02
417,448,1265.68
417,453,1258.78
417,456,332.5
417,457,452.49
417,466,483.05
417,467,1543.25
418,420,1252.21
418,425,165.54
418,429,478.84
418,435,1813.87
418,437,1265.93
418,441,316.07
418,454,1396.62
418,460,629.11
418,463,1399.58
418,472,1830.31
419,414,158.12
419,416,466.32
419,430,926.02
419,433,927.5
419,434,1696.52
419,438,1388.21
419,439,1390.31
419,445,617.31
419,459,463.25
419,469,929.47
420,418,1252.21
420,425,1092.18
420,429,775.97
420,431,1219.8
420,435,609.66
420,437,32.09
420,441,1568.25
420,450,1842.66
420,460,1881.03
420,472,615.74
421,183,1156.73
421,191,819.83
421,415,376.9
421,417,1170.62
421,426,15.61
421,442,1934.25
421,443,1016.84
421,451,1324.06
421,456,1497.04
421,457,719.09
421,462,1320.77
421,466,1651.04
421,467,372.64
421,473,1012.59
422,423,77.79
422,427,93.31
422,434,1451.08
422,444,834.48
422,447,99.31
422,454,1967.35
422,463,1967.39
422,468,1327.22
422,826,867.88
422,833,1687.59
422,838,1535.73
422,842,967.07
422,847,1298.8
422,854,1146.21
422,856,849.26
422,859,738.5
423,422,77.79
423,427,15.52
423,434,1527.8
423,444,911.61
423,447,38.6
423,454,1893.23
423,463,1892.82
423,468,1252.69
423,826,804.21
423,833,1639.72
423,838,1511.43
423,842,925.62
423,847,1243.03
423,854,1089.24
423,856,786.4
423,859,680.95
424,448,779.14
424,453,785.65
424,456,1712.06
424,464,931.71
424,465,1393.3
424,466,1566.93
424,471,1085.66
425,418,165.54
425,420,1092.18
425,429,316.49
425,435,1662.56
425,437,1104.9
425,441,478.79
425,454,1557.55
425,460,789.59
425,463,1561.45
425,472,1677.8
426,183,1153.24
426,191,815.33
426,415,392.47
426,417,1155.02
426,421,15.61
426,442,1949.84
426,443,1032.44
426,451,1339.67
426,456,1481.49
426,457,703.48
426,462,1336.38
426,466,1635.47
426,467,388.24
426,473,1028.2
427,422,93.31
427,423,15.52
427,434,1543.12
427,444,927.02
427,447,35.61
427,454,1878.47
427,463,1877.97
427,468,1237.86
427,826,791.81
427,833,1630.45
427,838,1507.01
427,842,917.92
427,847,1232.19
427,854,1078.18
427,856,774.18
427,859,669.96
428,436,1596.92
428,440,502.83
428,446,925.72
428,449,1077.44
428,470,1081.92
428,875,675.15
428,897,1259.99
428,904,1702.94
428,920,608.9
428,923,584.84
428,947,612.36
428,958,1905.52
428,1021,1306.87
429,418,478.84
429,420,775.97
429,425,316.49
429,431,1929.19
429,435,1353.49
429,437,788.43
429,441,794.46
429,454,1873.99
429,460,1106.02
429,463,1877.7
429,472,1367.33
430,414,1081.76
430,416,463.68
430,419,926.02
430,433,1853.48
430,434,772.27
430,444,1389.95
430,445,1543.27
430,459,462.95
430,469,31.77
431,420,1219.8
431,429,1929.19
431,432,950.65
431,435,615.84
431,437,1225.07
431,450,624.32
431,458,1736.51
431,472,618.65
432,431,950.65
432,435,1554.94
432,442,1098.16
432,450,330.57
432,451,1716.99
432,458,792.87
432,462,1713.89
432,472,1551.75
433,414,772.3
433,416,1392.13
433,419,927.5
433,430,1853.48
433,438,461.16
433,439,462.91
433,445,311.03
433,459,1390.59
433,461,1231.85
433,469,1856.48
434,414,1853.1
434,416,1235.94
434,419,1696.52
434,422,1451.08
434,423,1527.8
434,427,1543.12
434,430,772.27
434,444,617.77
434,447,1537.25
434,459,1234.46
434,469,772.91
435,418,1813.87
435,420,609.66
435,425,1662.56
435,429,1353.49
435,431,615.84
435,432,1554.94
435,437,612.26
435,450,1235.13
435,472,35.66
436,428,1596.92
436,440,1165.77
436,446,773.95
436,455,973.25
436,464,1947.63
436,465,1522.32
436,471,1791.56
437,418,1265.93
437,420,32.09
437,425,1104.9
437,429,788.43
437,431,1225.07
437,435,612.26
437,441,1581.99
437,450,1846.88
437,460,1894.28
437,472,616.5
438,91,1898.46
438,103,1637.08
438,104,1958.39
438,114,1626.33
438,121,1881.71
438,414,1233.42
438,416,1853.22
438,419,1388.21
438,433,461.16
438,439,36.7
438,445,770.98
438,459,1851.42
438,461,771.58
439,91,1879.57
439,103,1629.68
439,104,1980.74
439,114,1635.93
439,121,1902.47
439,414,1234.67
439,416,1854.41
439,419,1390.31
439,433,462.91
439,438,36.7
439,445,773.82
439,459,1853.28
439,461,769.28
440,428,502.83
440,436,1165.77
440,446,432.75
440,449,1573.23
440,470,1579.87
440,875,1174.7
440,897,1679.33
440,920,1066.61
440,923,1041.11
440,947,1113.58
440,958,1958.85
440,1021,1459.28
441,418,316.07
441,420,1568.25
441,425,478.79
441,429,794.46
441,437,1581.99
441,454,1080.65
441,460,313.85
441,463,1083.52
441,468,1721.62
442,415,1560.76
442,421,1934.25
442,426,1949.84
442,432,1098.16
442,443,926.23
442,450,1417.03
442,451,619.03
442,458,305.34
442,462,615.96
442,467,1561.64
442,473,924.28
443,183,1732.32
443,191,1503.88
443,415,640.21
443,421,1016.84
443,426,1032.44
443,442,926.23
443,451,308.67
443,457,1735.44
443,458,1231.56
443,462,310.87
443,467,646.04
443,473,42.03
444,416,1853.61
444,422,834.48
444,423,911.61
444,427,927.02
444,430,1389.95
444,434,617.77
444,447,922.76
444,459,1851.72
444,469,1390.62
444,826,1659.46
444,838,1891.99
444,842,1532.65
444,854,1897.3
444,856,1638.13
444,859,1437.57
445,414,463.66
445,416,1082.9
445,419,617.31
445,430,1543.27
445,433,311.03
445,438,770.98
445,439,773.82
445,459,1080.56
445,461,1542.35
445,469,1546.74
446,428,925.72
446,436,773.95
446,440,432.75
446,455,1742.06
446,875,1584.97
446,920,1499.27
446,923,1473.76
446,947,1537.95
446,1021,1787.46
447,422,99.31
447,423,38.6
447,427,35.61
447,434,1537.25
447,444,922.76
447,454,1868.26
447,463,1868.45
447,468,1228.3
447,826,814.34
447,833,1659.56
447,838,1473.04
447,842,887.36
447,847,1258.43
447,854,1104.0
447,856,797.25
447,859,645.55
448,417,1265.68
448,424,779.14
448,453,40.27
448,456,934.06
448,457,1709.52
448,464,1706.04
448,466,791.94
448,471,1857.49
449,428,1077.44
449,440,1573.23
449,452,1398.41
449,470,37.16
449,875,501.93
449,897,1019.23
449,904,1427.17
449,920,555.98
449,923,579.22
449,947,471.42
449,960,1735.71
449,1021,1397.17
450,420,1842.66
450,431,624.32
450,432,330.57
450,435,1235.13
450,437,1846.88
450,442,1417.03
450,458,1112.27
450,472,1234.2
451,183,1958.01
451,191,1759.47
451,415,947.98
451,421,1324.06
451,426,1339.67
451,432,1716.99
451,442,619.03
451,443,308.67
451,458,924.15
451,462,40.59
451,467,952.17
451,473,311.98
452,449,1398.41
452,470,1403.64
452,875,1888.54
452,920,1873.82
452,923,1899.4
452,947,1867.76
453,417,1258.78
453,424,785.65
453,448,40.27
453,456,926.5
453,457,1704.84
453,464,1708.71
453,466,781.68
453,471,1859.22
454,418,1396.62
454,422,1967.35
454,423,1893.23
454,425,1557.55
454,427,1878.47
454,429,1873.99
454,441,1080.65
454,447,1868.26
454,460,767.97
454,463,37.76
454,468,640.99
454,826,1571.12
454,838,1612.78
454,842,1352.36
454,846,1870.25
454,847,1739.21
454,854,1689.16
454,856,1589.27
454,859,1318.82
455,436,973.25
455,446,1742.06
455,464,1081.79
455,465,620.32
455,471,929.72
456,183,1756.63
456,191,1548.13
456,415,1870.2
456,417,332.5
456,421,1497.04
456,424,1712.06
456,426,1481.49
456,448,934.06
456,453,926.5
456,457,782.36
456,466,155.06
456,467,1869.33
457,183,1219.6
457,191,921.88
457,415,1095.24
457,417,452.49
457,421,719.09
457,426,703.48
457,443,1735.44
457,448,1709.52
457,453,1704.84
457,456,782.36
457,466,934.92
457,467,1091.61
457,473,1731.67
458,415,1865.59
458,431,1736.51
458,432,792.87
458,442,305.34
458,443,1231.56
458,450,1112.27
458,451,924.15
458,462,921.27
458,467,1865.95
458,473,1229.45
459,414,618.84
459,416,33.85
459,419,463.25
459,430,462.95
459,433,1390.59
459,434,1234.46
459,438,1851.42
459,439,1853.28
459,444,1851.72
459,445,1080.56
459,469,466.32
460,418,629.11
460,420,1881.03
460,425,789.59
460,429,1106.02
460,437,1894.28
460,441,313.85
460,454,767.97
460,463,772.22
460,468,1408.71
461,81,1670.94
461,91,1256.07
461,103,877.34
461,104,1478.43
461,114,935.05
461,121,1370.25
461,433,1231.85
461,438,771.58
461,439,769.28
461,445,1542.35
462,183,1931.9
462,191,1738.41
462,415,945.84
462,421,1320.77
462,426,1336.38
462,432,1713.89
462,442,615.96
462,443,310.87
462,451,40.59
462,458,921.27
462,467,948.27
462,473,308.68
463,418,1399.58
463,422,1967.39
463,423,1892.82
463,425,1561.45
463,427,1877.97
463,429,1877.7
463,441,1083.52
463,447,1868.45
463,454,37.76
463,460,772.22
463,468,640.17
463,826,1555.02
463,838,1641.5
463,842,1369.31
463,846,1904.93
463,847,1714.71
463,854,1667.25
463,856,1573.49
463,859,1327.25
464,424,931.71
464,436,1947.63
464,448,1706.04
464,453,1708.71
464,455,1081.79
464,465,462.33
464,471,156.65
465,424,1393.3
465,436,1522.32
465,455,620.32
465,464,462.33
465,471,314.18
466,183,1864.42
466,191,1672.65
466,417,483.05
466,421,1651.04
466,424,1566.93
466,426,1635.47
466,448,791.94
466,453,781.68
466,456,155.06
466,457,934.92
467,183,1280.95
467,191,984.02
467,415,41.14
467,417,1543.25
467,421,372.64
467,426,388.24
467,442,1561.64
467,443,646.04
467,451,952.17
467,456,1869.33
467,457,1091.61
467,458,1865.95
467,462,948.27
467,473,640.38
468,422,1327.22
468,423,1252.69
468,427,1237.86
468,441,1721.62
468,447,1228.3
468,454,640.99
468,460,1408.71
468,463,640.17
468,826,1012.12
468,833,1693.09
468,838,1319.08
468,842,849.56
468,844,1976.71
468,846,1751.1
468,847,1295.71
468,854,1204.03
468,856,1026.16
468,859,719.22
469,414,1084.28
469,416,464.74
469,419,929.47
469,430,31.77
469,433,1856.48
469,434,772.91
469,444,1390.62
469,445,1546.74
469,459,466.32
470,428,1081.92
470,440,1579.87
470,449,37.16
470,452,1403.64
470,875,489.33
470,897,984.9
470,904,1390.77
470,920,575.12
470,923,597.74
470,947,472.15
470,960,1698.9
470,1021,1431.72
471,424,1085.66
471,436,1791.56
471,448,1857.49
471,453,1859.22
471,455,929.72
471,464,156.65
471,465,314.18
472,418,1830.31
472,420,615.74
472,425,1677.8
472,429,1367.33
472,431,618.65
472,432,1551.75
472,435,35.66
472,437,616.5
472,450,1234.2
473,183,1701.8
473,191,1478.43
473,415,637.21
473,421,1012.59
473,426,1028.2
473,442,924.28
473,443,42.03
473,451,311.98
473,457,1731.67
473,458,1229.45
473,462,308.68
473,467,640.38
475,485,1161.43
475,506,1883.32
475,515,541.2
475,521,1628.65
475,523,523.03
475,528,18.96
475,536,1648.09
475,544,1889.16
475,547,535.22
475,559,521.97
475,573,1074.45
475,831,1677.5
475,834,956.54
475,843,1661.25
475,848,596.1
475,851,1065.71
475,852,641.37
475,860,989.83
477,81,1368.92
477,90,1179.72
477,91,1725.16
477,95,835.08
477,111,1164.15
477,113,1986.68
477,118,818.41
477,535,701.19
477,550,843.89
477,553,1571.05
478,519,1999.18
478,537,842.8
479,512,637.49
479,522,1560.98
479,542,1864.22
479,584,293.39
479,696,1229.38
480,60,1157.71
480,62,1939.14
480,495,1384.43
480,513,1576.14
480,527,601.56
480,558,744.42
480,564,596.08
480,566,1353.16
480,570,1839.49
481,125,1816.08
481,128,1769.26
481,139,1930.41
481,140,1796.28
481,144,1886.94
481,146,1910.7
481,498,806.66
481,501,86.6
481,502,825.15
481,504,1988.94
481,510,1079.54
481,526,1404.0
481,569,349.18
481,582,173.58
482,484,530.55
482,534,607.82
482,554,15.96
482,565,1312.39
483,509,1070.58
483,520,1218.22
484,482,530.55
484,530,1510.16
484,534,78.58
484,543,1510.08
484,554,530.04
484,565,781.88
485,475,1161.43
485,489,1759.26
485,506,727.8
485,515,635.65
485,523,1671.96
485,528,1163.89
485,544,732.0
485,547,637.92
485,559,1675.75
485,571,1762.36
485,573,87.69
485,831,1904.31
485,843,1891.56
485,848,1727.05
485,851,1556.02
485,852,1768.92
486,367,1922.19
486,500,1989.11
486,518,1810.85
486,541,1687.04
486,551,796.09
486,562,1381.04
486,572,1997.82
486,634,1523.97
486,676,1311.37
486,682,1784.62
486,739,1995.48
486,819,1638.45
487,188,1461.68
487,193,1676.96
487,195,1758.88
487,196,1577.3
487,200,1646.51
487,500,1181.72
487,517,1377.54
487,518,1372.31
487,563,866.33
487,568,1871.83
487,572,1181.89
487,819,1690.5
488,490,558.55
488,521,1330.37
488,536,1317.79
488,541,1645.28
488,548,1037.38
488,556,1037.65
488,557,621.69
488,574,20.84
488,619,1008.42
488,632,1285.99
488,633,1270.64
488,634,1781.42
488,673,1800.89
488,681,1031.05
488,682,1446.61
489,485,1759.26
489,506,1035.25
489,507,1960.31
489,516,1959.55
489,532,1265.1
489,544,1033.87
489,549,391.84
489,560,1329.12
489,571,19.31
489,573,1841.47
489,583,389.81
490,488,558.55
490,521,772.99
490,523,1838.53
490,536,761.29
490,548,1575.32
490,556,1578.25
490,557,63.77
490,559,1843.53
490,574,554.02
490,619,1348.79
490,632,1277.09
490,633,1257.48
490,673,1542.88
490,681,1388.79
490,682,1968.47
490,834,1542.47
490,848,1764.88
490,852,1720.38
490,860,1541.14
491,505,13.29
491,508,1468.24
491,530,1190.82
491,531,768.13
491,543,1191.0
491,565,1919.33
491,567,1313.43
491,586,766.85
492,493,1612.44
492,499,720.12
492,514,1022.26
492,524,1040.67
492,529,1700.04
492,546,815.18
492,561,116.15
492,575,944.22
492,577,1021.54
492,587,1699.94
493,492,1612.44
493,507,742.55
493,514,591.33
493,516,741.58
493,532,1434.85
493,560,1371.19
493,561,1509.23
493,577,593.96
494,533,909.82
495,60,1910.64
495,480,1384.43
495,496,960.73
495,527,1981.0
495,540,1560.26
495,558,641.67
495,564,1972.64
495,570,463.78
496,495,960.73
496,540,609.89
496,558,1569.56
496,570,505.28
498,481,806.66
498,501,725.41
498,502,1604.39
498,510,1854.85
498,526,617.31
498,569,1144.1
498,582,975.93
499,492,720.12
499,514,1698.84
499,524,320.84
499,529,979.93
499,546,96.55
499,561,836.21
499,575,224.1
499,577,1694.58
499,587,979.93
500,367,1840.87
500,486,1989.11
500,487,1181.72
500,518,190.85
500,551,1247.85
500,572,21.85
500,819,529.68
501,125,1895.77
501,128,1800.94
501,140,1876.16
501,144,1910.07
501,146,1993.06
501,481,86.6
501,498,725.41
501,502,911.7
501,510,1166.09
501,526,1319.02
501,569,435.76
501,582,259.95
502,125,1128.29
502,126,1901.7
502,128,1701.62
502,135,1359.03
502,136,1327.64
502,139,1194.07
502,140,1106.23
502,144,1890.98
502,146,1172.0
502,481,825.15
502,498,1604.39
502,501,911.7
502,504,1182.81
502,510,254.4
502,511,1725.8
502,569,476.92
502,582,653.18
503,188,1680.5
503,193,1925.72
503,196,1812.61
503,200,1843.94
503,513,553.22
503,517,1917.62
503,527,1533.24
503,545,18.49
503,564,1535.51
503,566,776.32
503,568,1300.16
503,585,626.83
504,125,556.65
504,126,762.57
504,128,1952.14
504,131,1256.52
504,133,975.93
504,135,199.99
504,136,161.93
504,139,385.77
504,140,550.3
504,142,1893.0
504,146,375.38
504,481,1988.94
504,502,1182.81
504,510,941.69
504,511,557.9
504,569,1642.26
504,578,1426.18
504,582,1815.55
505,491,13.29
505,508,1469.94
505,530,1190.21
505,531,768.69
505,543,1190.53
505,565,1918.8
505,567,1314.65
505,586,767.75
506,475,1883.32
506,485,727.8
506,489,1035.25
506,515,1363.43
506,528,1886.9
506,544,18.45
506,547,1365.54
506,549,1425.8
506,571,1037.38
506,573,812.31
506,583,1424.74
507,489,1960.31
507,493,742.55
507,514,1329.05
507,516,20.15
507,532,697.18
507,549,1568.47
507,560,631.45
507,571,1956.59
507,577,1333.27
507,583,1571.09
508,491,1468.24
508,505,1469.94
508,531,706.52
508,539,879.5
508,567,162.78
508,580,1336.58
508,586,704.67
509,483,1070.58
510,125,962.63
510,126,1649.35
510,128,1762.07
510,133,1867.85
510,135,1124.82
510,136,1091.74
510,139,997.0
510,140,940.28
510,144,1965.44
510,146,974.15
510,481,1079.54
510,498,1854.85
510,501,1166.09
510,502,254.4
510,504,941.69
510,511,1477.25
510,569,731.23
510,582,907.53
511,125,990.48
511,126,228.01
511,131,742.01
511,133,424.36
511,135,444.63
511,136,456.4
511,139,795.99
511,140,994.5
511,142,1433.88
511,146,800.98
511,502,1725.8
511,504,557.9
511,510,1477.25
511,578,868.43
511,588,1582.84
512,479,637.49
512,522,923.48
512,525,1784.97
512,584,930.88
512,696,1863.66
513,480,1576.14
513,503,553.22
513,527,980.51
513,545,552.2
513,564,982.42
513,566,223.83
513,568,1846.42
513,585,1174.72
514,492,1022.26
514,493,591.33
514,499,1698.84
514,507,1329.05
514,516,1326.44
514,546,1795.09
514,560,1951.59
514,561,921.3
514,575,1915.71
514,577,18.67
515,475,541.2
515,485,635.65
515,506,1363.43
515,523,1063.2
515,528,540.52
515,544,1367.63
515,547,12.93
515,559,1063.04
515,573,551.7
515,831,1781.92
515,834,1485.37
515,843,1766.54
515,848,1130.54
515,851,1265.37
515,852,1174.81
515,860,1514.86
516,489,1959.55
516,493,741.58
516,507,20.15
516,514,1326.44
516,532,695.4
516,549,1567.73
516,560,630.43
516,571,1956.03
516,577,1330.93
516,583,1570.11
517,188,638.64
517,193,409.35
517,195,1728.08
517,196,1156.27
517,200,1280.06
517,487,1377.54
517,503,1917.62
517,545,1923.87
517,563,536.49
517,568,629.72
517,585,1293.56
518,367,1817.56
518,486,1810.85
518,487,1372.31
518,500,190.85
518,551,1059.99
518,572,193.33
518,819,361.04
519,478,1999.18
519,537,1159.22
520,483,1218.22
521,475,1628.65
521,488,1330.37
521,490,772.99
521,523,1106.74
521,528,1630.41
521,536,24.46
521,557,711.1
521,559,1106.69
521,574,1324.64
521,619,1958.19
521,632,1569.57
521,633,1549.77
521,660,1859.91
521,673,1423.81
521,834,769.59
521,848,1048.42
521,851,1775.79
521,852,1007.4
521,853,1812.69
521,860,768.47
522,479,1560.98
522,512,923.48
522,525,861.51
522,584,1854.36
523,475,523.03
523,485,1671.96
523,490,1838.53
523,515,1063.2
523,521,1106.74
523,528,526.03
523,536,1126.58
523,547,1056.68
523,557,1774.77
523,559,29.99
523,573,1584.36
523,831,1693.54
523,834,500.48
523,843,1678.0
523,848,103.24
523,851,1070.8
523,852,144.18
523,853,1951.61
523,860,544.47
524,84,1905.68
524,113,1872.84
524,492,1040.67
524,499,320.84
524,529,659.65
524,546,225.57
524,561,1156.7
524,575,97.8
524,587,659.27
525,512,1784.97
525,522,861.51
525,579,1347.38
525,581,1987.84
526,481,1404.0
526,498,617.31
526,501,1319.02
526,569,1749.4
526,582,1576.81
527,60,1321.16
527,62,1963.96
527,480,601.56
527,495,1981.0
527,503,1533.24
527,513,980.51
527,545,1532.64
527,558,1344.01
527,564,24.71
527,566,759.87
528,475,18.96
528,485,1163.89
528,506,1886.9
528,515,540.52
528,521,1630.41
528,523,526.03
528,536,1649.68
528,544,1892.57
528,547,534.95
528,559,523.89
528,573,1077.12
528,831,1696.46
528,834,952.68
528,843,1680.21
528,848,601.47
528,851,1084.58
528,852,646.93
528,860,985.29
529,84,1310.17
529,90,1402.79
529,107,1742.38
529,111,1421.55
529,113,1268.42
529,116,1723.69
529,118,1884.9
529,492,1700.04
529,499,979.93
529,524,659.65
529,535,1858.84
529,546,885.2
529,550,1716.28
529,561,1816.13
529,575,755.83
529,587,20.3
530,484,1510.16
530,491,1190.82
530,505,1190.21
530,531,1958.87
530,534,1433.26
530,543,11.88
